1682	celebrity	[s??l?br?ti]	знаменитость
1683	goods	[g?dz]	товары
1684	break	[bre?k]	перерыв, перемена
1685	burden	[?b??dn]	бремя, нагружать
1686	overburden	[???v??b??dn]	перегружать
1687	accomplish	[??k?mpl??]	выполнить, завершить
1688	accomplishment	[??k?mpl??m?nt]	достижение
1689	turn on	[t??n?n]	включить
1690	put on	[p?t?n]	включить
1691	switch on	[sw???n]	включить
1692	turn off	[t??n?f]	выключить
1693	put off	[p?t?f]	выключить
1694	switch off	[sw???f]	выключить
1695	serve	[s??v]	служить
1696	service	[?s??v?s]	служба, услуга
1697	janitor	[???n?t?]	дворник, уборщик
1698	supplement	[?s?pl?m?nt]	дополнение, дополнять
1699	supplementation	[supplementation]	дополнение
1700	supplemental	[?s?pl??m?ntl]	дополнительный
1701	confident	[?k?nf?d?nt]	уверенный
1702	confidence	[?k?nf?d?ns]	уверенность
1703	bake	[be?k]	печь (выпекать)
1704	baker	[?be?k?]	пекарь
1705	capacity	[k??p?s?ti]	ёмкость, вместимость
1706	capacious	[k??pe???s]	вместительный
1707	trip	[tr?p]	поездка
1708	abandon	[??b?nd?n]	оставить, забросить
1709	abandonment	[??b?nd?nm?nt]	оставление
1710	ban	[b?n]	запрещать
1711	exceed	[?k?si?d]	превышать
1712	exceedingly	[?k?si?d??li]	чрезвычайно
1713	mutual	[?mju?tj??l]	взаимный
1714	mutuality	[?mju?tj???l?ti]	взаимность
1715	sneakers	[?sni?k?z]	кеды, кроссовки
1716	whisper	[?w?sp?]	шептать
1717	restore	[r?s?t??]	восстанавливать
1718	restoration	[?r?st??re???n]	восстановление
1719	brake	[bre?k]	тормоз
1720	tackle	[?t?kl]	взяться за что-л.
1721	rare	[re?]	редкий
1722	rareness	[?re?n?s]	редкость
1723	account	[??ka?nt]	счёт (в банке)
1724	dense	[d?ns]	густой
1725	density	[?d?ns?ti]	плотность, густота
1726	within	[w????n]	в течение
1727	size up	[sa?z?p]	изучить, оценить
1728	weigh up	[we??p]	взвесить, решить
1729	makeup	[?me?k?p]	макияж
1730	manual	[?m?nj??l]	ручной
1731	manually	[?m?nj??li]	вручную
1732	charge	[????]	заряжать, нагружать
1733	charger	[??????]	зарядное устройство
1734	discharge	[d?s?????]	разряжать
1735	recharge	[ri??????]	перезарядить
1736	assure	[?????]	уверять
1737	assurance	[?????r?ns]	гарантия, заверение
1738	reassure	[?ri??????]	успокоить
1739	enforce	[?n?f??s]	внедрить, навязать
1740	enforcement	[?n?f??sm?nt]	принуждение, правоприменение
1741	carry	[?k?ri]	носить
1742	carrier	[?k?r??]	перевозчик, носильщик
1743	bullet	[?b?l?t]	пуля
1744	mention	[?m?n??n]	упоминать
1745	mentioning	[?m?n??n??]	упоминание
1746	shy	[?a?]	застенчивый
1747	shyness	[??a?n?s]	робость
1748	take over	[te?k???v?]	принять обязанности
1749	lean over	[li?n???v?]	наклониться над, через
1750	resort	[r??z??t]	курорт
1751	landscape	[?l?nske?p]	пейзаж
1752	opportunity	[??p??tju?n?ti]	возможность
1753	commission	[k??m???n]	поручение, полномочие
1754	smart	[sm??t]	умный, хитрый
1755	van	[v?n]	фургон
1756	mini-van	[?m?n?-v?n]	минивэн
1757	strength	[str???]	сила, мощность, прочность
1758	strengthen	[?str????n]	укреплять
1759	certain	[?s??tn]	определённый, уверенный
1760	certainly	[?s??tnli]	безусловно
1761	certainty	[?s??tnti]	определенность
1762	uncertain	[?n?s??tn]	неуверенный
1763	uncertainty	[?n?s??tnti]	неопределенность
1764	whether	[?w???]	ли
1765	agriculture	[??gr?k?l??]	сельское хозяйство
1766	agricultural	[??gr??k?l??r?l]	сельскохозяйственный
1767	agriculturist	[??gr??k?l??r?st]	агроном, земледелец
1768	gather	[?g???]	собирать (ся)
1769	round	[ra?nd]	круг, круглый
1770	rounded	[?ra?nd?d]	закругленный
1771	read up on	[ri?d?p?n]	изучить вопрос
1772	prosecute	[?pr?s?kju?t]	преследовать (законодательно)
1773	prosecution	[?pr?s??kju???n]	судебное преследование
1774	prosecutor	[?pr?s?kju?t?]	прокурор
1775	give away	[g?v??we?]	выдать (раскрыть)
1776	continue	[k?n?t?nju]	продолжить
1777	continuation	[k?n?t?nj??e???n]	продолжение
1778	continuous	[k?n?t?nj??s]	непрерывный
1779	line up	[la?n?p]	встать в очередь
1780	queue up	[kju??p]	встать в очередь
1781	mistake for	[m?s?te?kf??]	принимать за
1782	take for	[te?kf??]	принимать за
1783	suppress	[s??pr?s]	подавлять, удерживать
1784	suppression	[s??pr???n]	подавление
1785	charge	[????]	обвинять
1786	grant	[gr??nt]	давать, дарить
1787	swear	[swe?]	клясться
1788	profound	[pr??fa?nd]	глубокий (перен.)
1789	profoundness	[pr??fa?ndn?s]	глубина
1790	fall in love with	[f??l?nl?vw??]	влюбиться
1791	all along	[??l??l??]	всё время
1792	reproduce	[?ri?pr??dju?s]	воспроизводить
1793	reproduction	[?ri?pr??d?k??n]	воспроизведение
1794	reproducible	[?ri?pr??dju?s?bl]	воспроизводимый
1795	article	[???t?kl]	статья
1796	therefore	[??e?f??]	следовательно
1797	after all	[???ft?r??l]	всё-таки, в конце концов
1798	direct	[d??r?kt]	прямой, непосредственный
1799	indirect	[??nd??r?kt]	косвенный
1800	background	[?b?kgra?nd]	происхождение, предыстория
1801	chief	[?i?f]	вождь, начальник, главный
1802	chiefly	[??i?fli]	главным образом
1803	disabled	[d?s?e?bld]	инвалид (прил.)
1804	disability	[?d?s??b?l?ti]	инвалидность
1805	shower	[??a??]	душ
1806	display	[d?s?ple?]	показ(ывать), демонстрировать
1807	extreme	[?ks?tri?m]	крайний
1808	extremity	[?ks?tr?m?ti]	крайность
1809	spell	[sp?l]	произносить (писать) по буквам
1810	oath	[???]	клятва, присяга
1811	protect	[pr??t?kt]	защищать
1812	protection	[pr??t?k??n]	защита
1813	protective	[pr??t?kt?v]	защитный
1814	store	[st??]	хранить, хранилище
1815	storage	[?st??r??]	место хранения
1816	contemporary	[k?n?t?mp?r?ri]	современный, современник
1817	personnel	[?p??s??n?l]	персонал, личный состав
1818	citizen	[?s?t?zn]	гражданин
1819	citizenship	[?s?t?zn??p]	гражданство
1820	grab	[gr?b]	схватить, нахапать и т.д.
1821	run out of	[r?na?t?v]	исчерпать запас
1822	be out of	[bi?a?t?v]	не иметь больше запаса
1823	cave	[ke?v]	пещера
1824	random	[?r?nd?m]	выбранный наугад
1825	randomized	[randomized]	случайный, перемешанный
1826	marry	[?m?ri]	жениться, выйти замуж
1827	marriage	[?m?r??]	брак
1828	married	[?m?r?d]	женат или замужем
1829	puzzle	[?p?zl]	озадачить
1830	puzzlement	[?p?zlm?nt]	замешательство
1831	remains	[r??me?nz]	остатки, останки
1832	belong to	[b??l??tu?]	принадлежать
1833	belongings	[b??l????z]	вещи, пожитки
1834	obstacle	[??bst?kl]	препятствие
1835	swan	[sw?n]	лебедь
1836	lean	[li?n]	худой
1837	early	[???li]	рано, ранний
1838	object	[??b??kt]	возражать
1839	objection	[?b???k??n]	возражение
1840	memory	[?m?m?ri]	память
1841	memorize	[?m?m?ra?z]	выучить наизусть
1842	memorable	[?m?m?r?bl]	памятный
1843	float	[fl??t]	плыть
1844	crime	[kra?m]	преступление
1845	feel for	[fi?lf??]	сочувствовать
1846	anyway	[??n?we?]	в любом случае
1847	bitter	[?b?t?]	горький
1848	bitterness	[?b?t?n?s]	горечь
1849	perfect	[?p??f?kt]	совершенный
1850	perfection	[p??f?k??n]	совершенство
1851	imperfection	[??mp??f?k??n]	несовершенство
1852	drain	[dre?n]	слив, водосток
1853	drainage	[?dre?n??]	дренаж
1854	major	[?me???]	главный, большой
1855	majority	[m????r?ti]	большинство
1856	shell	[??l]	скорлупа, раковина, гильза
1857	guideline	[?ga?dla?n]	общее правило, принцип
1858	asleep	[??sli?p]	спящий
1859	sigh	[sa?]	вздох
1860	different	[?d?fr?nt]	разный, отличающийся
1861	difference	[?d?fr?ns]	разница
1862	differentiate	[?d?f??r?n??e?t]	отличать
1863	crack	[kr?k]	трескаться, трещина
1864	instead	[?n?st?d]	вместо
1865	delicate	[?d?l?k?t]	тонкий, нежный, хрупкий
1866	delicacy	[?d?l?k?si]	тонкость, нежность или деликатес
1867	boom	[bu?m]	заграждение, пояс
1868	band	[b?nd]	ансамбль
1869	chip	[??p]	щепка, стружка
1870	stay	[ste?]	оставаться
1871	dismiss	[d?s?m?s]	прогонять, посылать, увольнять
1872	dismissal	[d?s?m?s?l]	отправка, увольнение
1873	domain	[d???me?n]	область, сфера, владение
1874	agree	[??gri?]	соглашаться
1875	agreement	[??gri?m?nt]	согласие
1876	disagree	[?d?s??gri?]	не соглашаться
1877	disagreement	[?d?s??gri?m?nt]	разногласие
1878	although	[??l????]	хотя и
1879	soon	[su?n]	скоро или рано
1880	slide (slid, slid)	[sla?d]	скользить
1881	endanger	[?n?de?n??]	подвергать опасности
1882	possess	[p??z?s]	обладать
1883	possession	[p??z???n]	владение
1884	possessor	[p??z?s?]	владелец
1885	truck	[tr?k]	грузовик
1886	similar	[?s?m?l?]	похожий
1887	similarity	[?s?m??l?r?ti]	сходство
1888	piece	[pi?s]	предмет, часть, кусок
1889	aware	[??we?]	осведомлённый
1890	unaware	[??n??we?]	не знающий
1891	awareness	[??we?n?s]	осознание
1892	unawares	[??n??we?z]	врасплох
1893	inside out	[?n?sa?da?t]	наизнанку
1894	middle	[?m?dl]	середина, средний
1895	substantial	[s?b?st?n??l]	существенный, значительный
1896	co-worker	[k??-?w??k?]	сотрудник
1897	beam	[bi?m]	луч
1898	take after	[te?k???ft?]	быть в (родителей)
1899	scatter	[?sk?t?]	разбрасывать, рассеивать
1900	vegetable	[?v???t?bl]	овощ
1901	guard	[g??d]	сторожить, стража
1902	safeguard	[?se?fg??d]	защита
1903	guardian	[?g??di?n]	хранитель или опекун
1904	military	[?m?l?t?ri]	военный
1905	militant	[?m?l?t?nt]	воинствующий, боевой
1906	liberty	[?l?b?ti]	свобода
1907	proud	[pra?d]	гордый, гордящийся
1908	recall	[r??k??l]	вспоминать
1909	steal (stole, stolen)	[sti?l]	красть
1910	fade	[fe?d]	увядать, блекнуть
1911	unfading	[?n?fe?d??]	неувядающий
1912	fade away	[fe?d??we?]	угаснуть, исчезнуть
1913	pump	[p?mp]	насос, нагнетать
1914	put in	[p?t?n]	вложить
1915	dive	[da?v]	нырять
1916	lung	[l??]	легкое
1917	tip	[t?p]	кончик, верхушка
1918	integrity	[?n?t?gr?ti]	честность, порядочность
1919	excavate	[??ksk?ve?t]	рыть, выкапывать
1920	excavation	[??ksk??ve???n]	раскопки, земляные работы
1921	rest	[r?st]	остаток, остальное
1922	chest	[??st]	грудь (грудная клетка)
1923	wedding	[?w?d??]	свадьба
1924	legal	[?li?g?l]	законный, правовой
1925	illegal	[??li?g?l]	незаконный
1926	legalize	[?li?g?la?z]	легализовать
1927	legal action	[?li?g?l??k?(?)n]	судебный процесс
1928	consider	[k?n?s?d?]	рассматривать, учитывать
1929	consideration	[k?n?s?d??re???n]	рассмотрение
1930	reconsider	[?ri?k?n?s?d?]	пересматривать
1931	drag on	[dr?g?n]	тянуться долго
1932	occupation	[??kj??pe???n]	профессия, род деятельности
1933	check into	[??k??ntu?]	лечь (в больницу)
1934	courage	[?k?r??]	мужество
1935	courageous	[k??re???s]	отважный
1936	gates	[ge?ts]	ворота
1937	gateway	[?ge?twe?]	вход, шлюз
1938	tongue	[t??]	язык
1939	event	[??v?nt]	событие
1940	eventful	[??v?ntf?l]	богатый событиями
1941	fault	[f??lt]	недостаток, неисправность
1942	faulty	[?f??lti]	ошибочный, неисправный
1943	faultless	[?f??ltl?s]	безупречный
1944	give out	[g?va?t]	раздать, выдать
1945	hand out	[h?nda?t]	раздавать
1946	pass out	[p??sa?t]	распространять
1947	civilian	[s??v?lj?n]	гражданский
1948	restrict	[r?s?tr?kt]	ограничивать
1949	restriction	[r?s?tr?k??n]	ограничение
1950	nut	[n?t]	орех
1951	embrace	[?m?bre?s]	обхватить, обнять, обхват
1952	both	[b???]	оба
1953	hug	[h?g]	объятие, обнимать
1954	give a hug	[g?v?h?g]	обнять
1955	battle	[?b?tl]	битва
1956	battlefield	[?b?tlfi?ld]	поле боя
1957	go under	[g????nd?]	разориться
1958	bridge	[br??]	мост
1959	drawbridge	[?dr??br??]	подъемный мост
1960	indigenous	[?n?d???n?s]	коренной, местный
1961	beef	[bi?f]	говядина
1962	beefy	[?bi?fi]	мясистый,  мускулистый
1963	dish	[d??]	тарелка или миска
1964	create	[kri(?)?e?t]	создавать
1965	creation	[kri(?)?e???n]	создание
1966	creator	[kri(?)?e?t?]	создатель
1967	ever	[??v?]	когда-либо
1968	in a row	[?n?r??]	подряд
1969	inch	[?n?]	дюйм
1970	glory	[?gl??ri]	слава, сияние
1971	glorious	[?gl??r??s]	славный
1972	glorify	[?gl??r?fa?]	прославлять
1973	glorification	[?gl??r?f??ke???n]	прославление
1974	loud	[la?d]	громкий
1975	loudness	[?la?dn?s]	громкость
1976	utility	[ju(?)?t?l?ti]	полезность
1977	fund	[f?nd]	фонд, финансировать
1978	funding	[?f?nd??]	финансирование, субсидирование
1979	sentence	[?s?nt?ns]	предложение
1980	distant	[?d?st?nt]	отдалённый
1981	distance	[?d?st?ns]	расстояние
1982	curve	[k??v]	изгибать, кривая
1983	curved	[k??vd]	изогнутый
1984	evident	[??v?d?nt]	очевидный
1985	decline	[d??kla?n]	снижаться, снижение
1986	inside	[?n?sa?d]	внутри
1987	value	[?v?lju?]	ценность, оценивать
1988	valuable	[?v?lj??bl]	ценный
1989	invaluable	[?n?v?lj??bl]	бесценный, неоценимый
1990	undervalue	[??nd??v?lju?]	недооценивать
1991	devalue	[?di??v?lju?]	обесценивать
1992	rate	[re?t]	показатель, уровень, оценивать
1993	underrate	[??nd??re?t]	недооценивать
1994	community	[k??mju?n?ti]	община, сообщество
1995	advise	[?d?va?z]	советовать
1996	adviser	[?d?va?z?]	советник
1997	advisable	[?d?va?z?bl]	рекомендуемый
1998	advisory	[?d?va?z?ri]	совещательный
1999	consistent	[k?n?s?st?nt]	последовательный
2000	inconsistent	[??nk?n?s?st?nt]	непоследовательный
2001	consistency	[k?n?s?st?nsi]	последовательность
2002	inconsistency	[??nk?n?s?st?nsi]	непоследовательность
2003	apply	[??pla?]	применять, применяться
2004	application	[??pl??ke??(?)n]	приложение, применение
2005	applicable	[??pl?k?bl]	применимый
2006	applied	[??pla?d]	прикладной
2007	length	[l???]	длина
2008	lengthen	[?l????n]	удлинять
2009	come up to	[k?m?ptu?]	подойти к кому-л.
2010	walk up to	[w??k?ptu?]	подойти к
2011	go up to	[g???ptu?]	подойти к
2012	run up to	[r?n?ptu?]	подбежать к
2013	calm	[k??m]	спокойный, успокоить
2014	calmness	[?k??mn?s]	спокойствие
2015	justice	[???st?s]	правосудие, справедливость
2016	injustice	[?n???st?s]	несправедливость
2017	chapter	[???pt?]	глава
2018	ratio	[?re?????]	соотношение, пропорции
2019	block	[bl?k]	кусок, глыба и т. д.
2020	leave (left, left)	[li?v]	уйти, покинуть
2021	various	[?ve?r??s]	разнообразный
2022	refer	[r??f??]	сослаться, отослать
2023	reference	[?r?fr?ns]	ссылка, рекомендация
2024	base	[be?s]	основа, основывать
2025	basic	[?be?s?k]	основной
2026	basically	[?be?s?k?li]	в основном
2027	baseless	[?be?sl?s]	необоснованный
2028	basis	[?be?s?s]	основа
2029	quality	[?kw?l?ti]	качество, качественный
2030	qualitative	[?kw?l?t?t?v]	качественный
2031	tops	[t?ps]	самое большое
2032	constant	[?k?nst?nt]	постоянный
2033	roll up	[r??l?p]	свернуть, скатать
2034	boat	[b??t]	лодка, судно
2035	sailboat	[?se?lb??t]	парусная лодка
2036	amuse	[??mju?z]	развлечь, порадовать
2037	amusement	[??mju?zm?nt]	забава
2038	health	[h?l?]	здоровье
2039	healthy	[?h?l?i]	здоровый
2040	deserve	[d??z??v]	заслуживать
2041	deserved	[d??z??vd]	заслуженный
2042	undeserved	[??nd??z??vd]	незаслуженный
2043	explain	[?ks?ple?n]	объяснять
2044	explanation	[??kspl??ne???n]	объяснение
2045	pleasure	[?pl???]	удовольствие, наслаждение
2046	displeasure	[d?s?pl???]	неудовольствие
2047	notion	[?n????n]	понятие, представление
2048	salmon	[?s?m?n]	лосось
2049	salmon (color)	[?s?m?n]	цвет лососевого мяса
2050	sweep (swept, swept)	[swi?p]	подметать
2051	exist	[?g?z?st]	существовать
2052	existence	[?g?z?st?ns]	существование
2053	existent	[?g?z?st?nt]	существующий
2054	nonexistent	[nonexistent]	несуществующий
2055	coexist	[?k???g?z?st]	сосуществовать
2056	dump	[d?mp]	сваливать, сбрасывать, свалка
2057	dumpster	[dumpster]	мусорный контейнер
2058	ask around	[??sk??ra?nd]	поспрашивать
2059	report	[r??p??t]	доклад, отчёт
2060	reportedly	[r??p??t?dli]	по сообщениям
2061	angle	[???gl]	угол, угловой
2062	angular	[???gj?l?]	угловой
2063	rumor (rumour)	[?ru?m?]	слух
2064	fall over	[f??l???v?]	упасть, перевернуться
2065	knock over	[n?k ???v?]	опрокинуть
2066	send out	[s?nda?t]	рассылать
2067	mail out	[me?la?t]	рассылать
2068	maintain	[me?n?te?n]	поддерживать, сохранять
2069	maintenance	[?me?nt?n?ns]	поддержание
2070	blame	[ble?m]	винить
2071	blameless	[?ble?ml?s]	безупречный
2072	resume	[r??zju?m]	возобновить
2073	resumption	[r??z?mp??n]	возобновление
2074	persuade	[p??swe?d]	убеждать
2075	persuasion	[p??swe???n]	убедительность
2076	persuasive	[p??swe?s?v]	убедительный
2077	whale	[we?l]	кит
2078	whip	[w?p]	кнут, хлестать
2079	beneath	[b??ni??]	ниже, под
2080	measure	[?m???]	измерять, измерение
2081	measurement	[?m???m?nt]	измерение, замер
2082	measurable	[?m???r?bl]	измеримый, измеряемый
2083	immeasurable	[??m???r?bl]	неизмеримый, безмерный
2084	century	[?s?n??ri]	век
2085	summit	[?s?m?t]	вершина, верх
2086	let up	[l?t?p]	прекратиться, стихнуть
2087	in spite of	[?nspa?t?v]	несмотря на
2088	palm	[p??m]	ладонь
2089	affection	[??f?k?(?)n]	привязанность, влечение
2090	disaffection	[disaffection]	неприязнь
2091	affectionate	[??f?k?n?t]	любящий
2092	content with	[?k?nt?ntw??]	довольный, довольство
2093	discontent	[?d?sk?n?t?nt]	недовольство
2094	sustain	[s?s?te?n]	поддерживать
2095	sustainable	[s?s?te?n?bl]	устойчивый, жизнеспособный
2096	unsustainable	[??ns?s?te?n?bl]	неустойчивый
2097	sustainability	[s?s?te?n??b?l?ti]	устойчивость
2098	pick	[p?k]	подбирать, собирать
2099	adjust	[????st]	настраивать, поправлять и т.д.
2100	adjustment	[????stm?nt]	настройка
2101	readjust	[?ri?????st]	подрегулировать
2102	face with	[fe?sw??]	столкнуться (перен)
2103	freeze (froze, frozen)	[fri?z]	замораживать
2104	illness	[??ln?s]	болезнь
2105	undertake	[??nd??te?k]	предпринимать
2106	undertaking	[??nd??te?k??]	предприятие
2107	mess	[m?s]	беспорядок, путаница
2108	sure	[???]	уверенный
2109	unsure	[?n????]	неуверенный
2110	sureness	[????n?s]	уверенность
2111	sure	[???]	конечно да (ответ на вопрос)
2112	spring (sprang, sprung)	[spr??]	источник, проистекать
2113	hurricane	[?h?r?k?n]	ураган
2114	supervise	[?sju?p?va?z]	надзирать, контролировать
2115	supervision	[?sju?p??v???n]	надзор
2116	supervisor	[?sju?p?va?z?]	руководитель, инспектор
2117	licence (license)	[?la?s?ns]	разрешение
2118	withdraw	[w???dr??]	отводить, убирать
2119	withdrawal	[w???dr???l]	вывод, отвод
2120	pretext	[?pri?t?kst ]	повод
2121	correct	[k??r?kt]	правильный, исправлять
2122	correctness	[k??r?ktn?s]	правильность
2123	correction	[k??r?k??n]	исправление
2124	incorrect	[??nk??r?kt]	неправильный
2125	eventual	[??v?n???l]	конечный, возможный
2126	eventually	[??v?n??li]	в итоге
2127	register	[?r???st?]	касса (магазина)
2128	bright	[bra?t]	яркий
2129	brighten	[?bra?tn]	проясняться, подсвечивать
2130	brightness	[?bra?tn?s]	яркость, блеск
2131	medium	[?mi?di?m]	средство, способ
2132	prime	[pra?m]	важный, главный, первый
2133	prime-minister	[pra?m-?m?n?st?]	премьер
2134	knock out	[n?ka?t]	вырубить (ударом)
2135	serve	[s??v]	сидеть (в тюрьме)
2136	previous	[?pri?vi?s]	предшествующий
2137	previously	[?pri?vi?sli]	ранее, предварительно
2138	deputy	[?d?pj?ti]	депутат, представитель
2139	fortnight	[?f??tna?t]	две недели (брит.)
2140	poll	[p??l]	опрос или голосование
2141	pollster	[pollster]	тот, кто производит опрос
2142	operate	[??p?re?t]	управлять, работать с
2143	operation	[??p??re???n]	управление, работа с
2144	cast (cast, cast)	[k??st]	бросать, метать
2145	may	[me?]	пусть
2146	temple	[?t?mpl]	храм
2147	beside	[b??sa?d]	рядом
2148	effort	[??f?t]	усилие, старание
2149	effortlessly	[??f?tl?sli]	без особых усилий
2150	west	[w?st]	запад
2151	western	[?w?st?n]	западный
2152	westward	[?w?stw?d]	на запад
2153	furniture	[?f??n???]	мебель
2154	stroke	[str??k]	гладить
2155	facilitate	[f??s?l?te?t]	облегчать, способствовать
2156	facilitation	[f??s?l??te???n]	облегчение
2157	elbow	[??lb??]	локоть
2158	testify	[?t?st?fa?]	свидетельствовать
2159	match	[m??]	спичка
2160	butt in (on)	[b?t?n]	встревать, вмешиваться
2161	break in	[bre?k?n]	вмешиваться
2162	circle	[?s??kl]	круг, окружность
2163	circular	[?s??kj?l?]	круговой
2164	encircle	[?n?s??kl]	окружать
2165	occur	[??k??]	случиться
2166	occurrence	[??k?r?ns]	случай, наступление события
2167	assemble	[??s?mbl]	собирать
2168	assembly	[??s?mbli]	сборка
2169	assembler	[??s?mbl?]	сборщик
2170	disassemble	[?d?s??s?mbl]	разбирать
2171	dry	[dra?]	сухой, сушить, засуха
2172	dryness	[?dra?n?s]	сухость
2173	drier	[?dra??]	сушилка
2174	vacation	[v??ke???n]	отпуск, каникулы
2175	vacationer	[v??ke???n?]	отпускник
2176	stumble	[?st?mbl]	спотыкаться, запинаться
2177	shore	[???]	берег
2178	ashore	[?????]	на берегу
2179	shoreline	[?????la?n]	береговая линия
2180	apology	[??p?l??i]	извинение(я)
2181	apologize	[??p?l??a?z]	извиниться
2182	plain	[ple?n]	ясный, очевидный
2183	plainly	[?ple?nli]	понятно, открыто
2184	involve	[?n?v?lv]	вовлекать, увлекать
2185	involvement	[?n?v?lvm?nt]	вовлечение
2186	flash	[fl??]	вспышка, вспыхнуть
2187	flashy	[?fl??i]	кричащий, яркий, показной
2188	assess	[??s?s]	оценить
2189	assessment	[??s?sm?nt]	оценка
2190	reassessment	[?ri???s?sm?nt]	переоценка
2191	patient	[?pe???nt]	терпеливый
2192	patience	[?pe???ns]	терпение
2193	impatient	[?m?pe???nt]	нетерпеливый
2194	support	[s??p??t]	поддерживать
2195	supporter	[s??p??t?]	сторонник, болельщик
2196	rock	[r?k]	качать, трясти
2197	toe	[t??]	палец (ноги)
2198	tiptoes	[?t?pt??z]	цыпочки
2199	common	[?k?m?n]	общий
2200	engaged	[?n?ge??d]	помолвленный (ая)
2201	engagement	[?n?ge??m?nt]	помолвка
2202	famous	[?fe?m?s]	знаменитый
2203	gear	[g??]	механизм, привод, передача
2204	discriminate	[d?s?kr?m?n?t]	различать, разделять
2205	discrimination	[d?s?kr?m??ne???n]	различение
2206	mortgage	[?m??g??]	ипотека
2207	solar	[?s??l?]	солнечный
2208	apart	[??p??t]	отдельно, врозь
2209	opinion	[??p?nj?n]	мнение
2210	opinionated	[??p?nj?ne?t?d]	упрямый
2211	accommodate	[??k?m?de?t]	размещать, вмещать
2212	accommodation	[??k?m??de??(?)n]	жильё, размещение
2213	satisfy	[?s?t?sfa?]	удовлетворять
2214	satisfaction	[?s?t?s?f?k??n]	удовлетворение
2215	dissatisfy	[?d?s?s?t?sfa?]	не удовлетворять
2216	mankind	[m?n?ka?nd]	человечество
2217	midnight	[?m?dna?t]	полночь
2218	midday	[?m?dde?]	полдень
2219	accompany	[??k?mp?ni]	сопровождать
2220	accompaniment	[??k?mp?n?m?nt]	сопровождение
2221	refuse	[?ri??fju?z]	отказаться
2222	refusal	[r??fju?z?l]	отказ
2223	curriculum vitae (CV)	[k??r?kj?l?m?vi?ta?]	резюме, биография
2224	cheerful	[????f?l]	весёлый, неунывающий
2225	cheerfulness	[????f?ln?s]	бодрость
2226	cheerless	[????l?s]	унылый
2227	post	[p??st]	почта, почтовый
2228	postcard	[?p??stk??d]	открытка
2229	derive	[d??ra?v]	выводить, извлекать
2230	derivation	[?d?r??ve???n]	вывод, происхождение
2231	derivative	[d??r?v?t?v]	производный
2232	brute	[bru?t]	животное, зверь, грубый
2233	brutal	[?bru?tl]	жестокий, зверский
2234	brutality	[bru??t?l?ti]	жестокость, зверство
2235	belt	[b?lt]	пояс, опоясывать
2236	miss	[m?s]	пропускать, упустить
2237	recent	[?ri?snt]	недавний, последний
2238	recently	[?ri?sntli]	в последнее время
2239	reject	[?ri???kt]	отвергать
2240	rejection	[r????k??n]	отказ, отторжение
2241	leaf (pl: leaves)	[li?f]	лист
2242	locate	[l???ke?t]	определить местоположение
2243	location	[l???ke???n]	местонахождение
2244	reason	[?ri?zn]	разум, благоразумие
2245	reasonable	[?ri?zn?bl]	разумный
2246	treasure	[?tr???]	сокровище
2247	treasury	[?tr??(?)ri]	казначейство
2248	former	[?f??m?]	бывший
2249	formerly	[?f??m?li]	прежде
2250	sign	[sa?n]	знак
2251	failure	[?fe?lj?]	неудача, провал
2252	recycle	[?ri??sa?kl]	перерабатывать
2253	caution	[?k????n]	осторожность, предостережение
2254	cautious	[?k????s]	осторожный
2255	labour	[?le?b?]	труд, трудиться
2256	labourer	[?le?b?r?]	чернорабочий
2257	laborious	[l??b??r??s]	трудоемкий
2258	do without	[du?w???a?t]	обойтись без
2259	go without	[g??w???a?t]	обходиться без
2260	spot	[sp?t]	место
2261	offence (offense)	[??f?ns]	преступление, нарушение
2262	gang	[g??]	банда, шайка
2263	pursuit	[p??sju?t]	преследование
2264	age	[e??]	век, эпоха
2265	middle ages	[?m?dl?e???z]	средневековье
2266	rise (rose, risen)	[ra?z]	подниматься, повышение
2267	sunrise	[?s?nra?z]	восход
2268	regret	[r??gr?t]	сожалеть, сожаление
2269	regrettable	[r??gr?t?bl]	прискорбный
2270	reserve	[r??z??v]	бронировать
2271	reservation	[?r?z??ve???n]	бронирование
2272	yet	[j?t]	всё же
2273	youth	[ju??]	молодёжь, молодость
2274	youthful	[?ju??f?l]	юный, юношеский
2275	surround	[s??ra?nd]	окружать
2276	surroundings	[s??ra?nd??z]	окружение
2277	vital	[?va?tl]	жизненный, жизненно важный
2278	vitality	[va??t?l?ti]	жизнеспособность
2279	wrong	[r??]	не тот
2280	insect	[??ns?kt]	насекомое
2281	construction (site)	[k?n?str?k??n]	стройка
2282	prospect	[?pr?sp?kt]	перспектива, вид будущего
2283	prospective	[pr?s?p?kt?v]	перспективный
2284	success	[s?k?s?s]	успех
2285	successful	[s?k?s?sf?l]	успешный
2286	unsuccessful	[??ns?k?s?sf?l]	неудачный
2287	liable	[?la??bl]	подлежащий
2288	liability	[?la???b?l?ti]	ответственность, подверженность
2289	contend	[k?n?t?nd]	бороться, соперничать
2290	contention	[k?n?t?n??n]	раздор
2291	contentious	[k?n?t?n??s]	сварливый
2292	dream	[dri?m]	сон (видение)
2293	daydream	[?de??dri?m]	грезы
2294	whereas	[we?r??z]	тогда как
2295	blow out	[bl??a?t]	задуть (свечу)
2296	regard	[r??g??d]	считать, рассматривать
2297	disregard	[?d?sr??g??d]	пренебрегать
2298	regardless	[r??g??dl?s]	несмотря на
